-86.9333,-148.55
-86.7167,-141.5
-86.9333,-144.3
-87.3667,-149.5
-86.5667,-165.117
-86.45,-165.433
-87.0333,-148
-84.75,-125
-85.167,-94.75
-85.1663,-94.7167
-85.1647,-94.5488
-85.162,-94.5475
-85.1603,-94.562
-85.159,-94.616
-85.157,-94.5967
-85.1658,-94.7918
-85.1672,-94.6752
-85.1563,-94.614
-85.1647,-94.7212
-85.1695,-94.7825
-85.165,-94.7188
-85.1657,-94.6838
-85.1657,-94.7443
-85.1757,-94.7452
-85.1841,-94.16
-85.1647,-94.6511
-85.1632,-94.6213
-85.1651,-94.618
-85.1649,-94.6478
-85.1655,-94.6237
-85.1659,-94.6195
-85.1657,-94.6224
-85.1651,-94.6307
-85.1656,-94.6161
-85.1526,-94.5923
-85.1652,-94.5907
-85.1625,-94.5693
-85.1622,-94.5753
-85.1622,-94.5761
-85.165,-94.5751
-85.1646,-94.5779
-85.165,-94.5541
-85.1651,-94.553
-85.1652,-94.5469
-85.162,-94.5516
-85.161,-94.5596
-85.1578,-94.5713
-85.1579,-94.5698
-85.1566,-94.563
-85.1564,-94.5705
-85.1584,-94.5779
-85.1589,-94.5823
-85.1593,-94.5972
-85.1641,-94.5908
-85.164,-94.5938
-85.1635,-94.6002
-85.1579,-94.6076
-85.1622,-94.6202
-85.1617,-94.8434
-85.1624,-94.837
-85.1652,-94.5734
-85.1605,-94.5701
-85.1637,-94.5947
-85.1634,-94.5909
-85.1629,-94.5925
-85.1632,-94.5799
-85.1608,-94.6157
-85.161,-94.5974
-85.1555,-94.5469
-85.1654,-94.7973
-85.1585,-94.6213
-85.1547,-94.5896
-85.1654,-94.7245
-85.1678,-94.7279
-85.1652,-94.7338
-85.1651,-94.7771
-85.1634,-94.8569
-85.1651,-94.8462
-85.1605,-94.7913
-84.75,-125
-86.5379,-124.216
-86.5222,-123.793
-86.5261,-123.699
-86.5267,-123.686
-86.5265,-123.689
-86.5449,-123.849
-86.5215,-123.836
-86.5231,-123.97
-86.5231,-123.973
-86.5002,-124.749
-86.4697,-123.463
-86.4809,-123.403
-86.479,-123.429
-86.1266,-123.386
-86.1348,-123.966
-86.1174,-123.914
-86.1447,-124.285
-86.1484,-124.253
-86.1523,-124.29
-86.1535,-124.294
-86.5216,-122.679
-86.5134,-122.925
-86.5133,-122.929
-86.5373,-123.123
-86.5373,-123.123
-86.5303,-123.094
-86.5099,-122.961
-86.5099,-122.962
-86.5103,-122.952
-80.2856,-81.8135
-84.2,-86
-85.45,-90
-85.2335,-90.4373
-85.348,-87.23
-85.2407,-90.351
-85.239,-90.326
-85.2442,-90.3448
-85.387,-87.1158
-85.25,-91
-85.539,-70.7188
-86.3667,-70
-85.3155,-69.7968
-85.3231,-69.9645
-85.3212,-69.8612
-85.6938,-69.0977
-85.6901,-69.0978
-85.6902,-69.0965
-85.69,-69.0956
-85.6899,-69.0988
-85.6906,-69.0942
-85.6903,-69.098
-85.6925,-69.0958
-85.6901,-69.0999
-85.696,-68.9933
-85.6991,-68.9678
-85.6963,-69.0718
-85.697,-68.8534
-85.6991,-68.962
-85.6978,-69.0039
-85.6992,-68.9676
-85.6947,-69.0752
-85.6991,-68.9618
-85.6989,-68.9691
-85.6946,-69.0743
-85.6952,-69.0152
-85.6661,-69.0414
-85.6668,-69.0403
-85.6927,-68.9718
-85.678,-69.0501
-85.6767,-69.056
-85.6778,-69.0776
-85.6737,-69.0296
-85.6674,-69.0054
-85.6729,-68.9806
-85.6725,-68.9765
-85.6745,-69.0072
-85.6687,-69.0519
-85.6912,-69.0589
-85.6885,-69.0171
-85.6776,-69.0624
-85.6928,-69.0686
-85.6774,-69.0393
-85.6785,-69.0552
-85.6769,-69.0595
-85.6788,-69.0666
-85.6765,-69.0828
-85.6509,-69.081
-85.661,-69.0282
-85.658,-69.034
-85.6594,-69.0557
-85.6565,-69.0228
-85.6584,-69.0908
-85.6577,-69.0676
-85.6559,-69.0411
-85.6543,-69.0905
-85.6496,-69.0767
-85.6771,-69.053
-85.6704,-68.9843
-85.6765,-69.034
-85.6769,-69.0597
-85.6765,-69.0354
-85.677,-69.0521
-85.6769,-69.0453
-85.6788,-69.0676
-85.677,-69.0604
-85.667,-69.0156
-85.6781,-69.0549
-85.6765,-69.0524
-85.6719,-69.0002
-85.6781,-69.0595
-85.6766,-69.03
-85.6736,-68.9961
-85.6786,-69.0628
-85.6762,-69.0328
-85.6668,-69.0212
-85.6865,-69.0148
-85.6779,-69.0604
-85.6769,-69.0613
-85.6769,-69.0587
-85.6765,-69.0322
-85.6771,-69.0493
-85.6789,-69.0595
-85.6775,-69.0488
-85.6762,-69.0479
-85.6785,-69.0643
-85.6781,-69.0585
-85.6909,-69.034
-85.689,-69.0122
-85.6899,-69.0234
-85.6766,-69.0724
-85.6788,-69.0683
-85.6757,-69.0635
-85.6786,-69.0706
-85.6781,-69.0734
-85.6766,-69.0689
-85.6763,-69.0851
-85.6727,-68.9812
-85.6767,-69.0633
-85.6784,-69.0718
-85.6744,-68.9839
-85.6791,-69.0766
-85.6781,-69.0677
-85.6787,-69.0701
-85.6767,-69.0827
-85.6786,-69.0697
-85.6767,-69.0803
-85.6779,-69.0647
-85.6784,-69.0678
-85.6744,-68.9793
-85.6785,-69.0665
-85.6771,-69.0804
-85.6769,-69.0691
-85.6763,-69.0842
-85.6778,-69.065
-85.6784,-69.0647
-85.6787,-69.068
-85.6771,-69.0739
-85.6773,-69.0617
-85.6747,-69.0878
-85.6784,-69.0684
-85.6774,-69.0603
-85.6762,-69.0857
-85.6781,-69.0636
-85.6781,-69.0701
-85.6604,-69.0461
-85.6578,-69.0445
-85.6582,-69.0236
-85.659,-69.0572
-85.6877,-69.0222
-85.6905,-69.0272
-85.6927,-69.0149
-85.6879,-69.0514
-85.646,-69.0507
-85.6922,-69.0588
-85.6927,-69.0141
-85.6919,-69.0812
-85.6902,-69.0905
-85.6932,-69.0472
-85.6932,-69.0215
-85.6906,-69.0906
-85.6921,-69.086
-85.6925,-69.0136
-85.6765,-69.0331
-85.6761,-69.0379
-85.678,-69.0613
-85.6786,-69.059
-85.6787,-69.0666
-85.6771,-69.0471
-85.6762,-69.0336
-85.6764,-69.0372
-85.6768,-69.0493
-85.6785,-69.0604
-85.6788,-69.0598
-85.6787,-69.0653
-85.6779,-69.0507
-85.6787,-69.061
-85.6787,-69.0601
-85.6786,-69.0613
-85.6931,-69.047
-85.6876,-68.8922
-85.6873,-68.8864
-85.6869,-68.9515
-85.6919,-68.9568
-85.684,-68.862
-85.6895,-68.9535
-85.6552,-68.8638
-85.6856,-68.9372
-85.6877,-68.9042
-85.6836,-68.8552
-85.692,-68.9579
-85.6879,-68.9066
-85.6911,-68.9619
-85.6858,-68.8824
-85.684,-68.8778
-85.6862,-68.9395
-85.6863,-68.9389
-85.6908,-68.9611
-85.6883,-68.9024
-85.6903,-68.943
-85.6885,-68.8908
-85.691,-68.9684
-85.6878,-68.9278
-85.69,-68.9182
-85.6899,-68.9432
-85.6868,-68.9118
-85.686,-68.9261
-85.6859,-68.9427
-85.6899,-68.9139
-85.6903,-68.9449
-85.6905,-68.9122
-85.6898,-68.9484
-85.6878,-68.9048
-85.6868,-68.9504
-85.6946,-68.6461
-85.6988,-68.8204
-85.6974,-68.7295
-85.6987,-68.8204
-85.6853,-68.8062
-85.6843,-68.7924
-85.6843,-68.7914
-85.6835,-68.8007
-85.6842,-68.8022
-85.6853,-68.7736
-85.6841,-68.807
-85.6862,-68.8184
-85.675,-68.802
-85.69,-68.8397
-85.6856,-68.7968
-85.6857,-68.7907
-85.6849,-68.8263
-85.6857,-68.8076
-85.6816,-68.7781
-85.685,-68.76
-85.6869,-68.7701
-85.6828,-68.8415
-85.6826,-68.745
-85.6826,-68.7434
-85.6823,-68.7653
-85.6819,-68.7737
-85.6826,-68.8426
-85.6796,-68.7454
-85.6838,-68.8243
-85.6813,-68.8249
-85.6814,-68.8287
-85.6821,-68.8233
-85.6828,-68.7806
-85.683,-68.7774
-85.6823,-68.8299
-85.6813,-68.7705
-85.6816,-68.742
-85.6803,-68.7542
-85.6779,-68.7786
-85.6814,-68.7794
-85.6778,-68.7788
-85.6809,-68.7745
-85.6832,-68.7393
-85.688,-68.8307
-85.6862,-68.7828
-85.6855,-68.7837
-85.685,-68.7622
-85.6852,-68.7963
-85.6853,-68.7914
-85.675,-68.7443
-85.6743,-68.7455
-85.6797,-68.7371
-85.6803,-68.759
-85.6803,-68.757
-85.6863,-68.8234
-85.6803,-68.7566
-85.6853,-68.7896
-85.6822,-68.7971
-85.6816,-68.8194
-85.6827,-68.831
-85.681,-68.7689
-85.6788,-68.7374
-85.6809,-68.7926
-85.6812,-68.7954
-85.6739,-68.7514
-85.684,-68.7718
-85.683,-68.7926
-85.6845,-68.8158
-85.6807,-68.7691
-85.6792,-68.7437
-85.6808,-68.737
-85.6825,-68.7454
-85.6818,-68.834
-85.6794,-68.7436
-85.6826,-68.8211
-85.6817,-68.7549
-85.6799,-68.7504
-85.6792,-68.7426
-85.6819,-68.765
-85.6816,-68.7891
-85.6829,-68.8298
-85.6799,-68.7501
-85.6822,-68.7579
-85.6815,-68.8095
-85.682,-68.7467
-85.6755,-68.7392
-85.6738,-68.7339
-85.6713,-68.7591
-85.6899,-68.8454
-85.6826,-68.7965
-85.673,-68.7176
-85.6528,-68.6072
-85.6519,-68.6418
-85.6563,-68.6361
-85.6535,-68.6511
-85.6556,-68.6564
-85.6551,-68.6655
-85.6333,-68.7
-85.6576,-68.6496
-85.6792,-68.7243
-85.6502,-68.6219
-85.6797,-68.7243
-85.6797,-68.7244
-85.6547,-68.6163
-85.6787,-68.7214
-85.6798,-68.6962
-85.6867,-68.7125
-85.6766,-68.6952
-85.6803,-68.6694
-85.6801,-68.6811
-85.6612,-68.6651
-85.6618,-68.6298
-85.6628,-68.6607
-85.6669,-68.6918
-85.6732,-68.6752
-85.668,-68.6508
-85.6609,-68.6982
-85.674,-68.6573
-85.6622,-68.684
-85.6616,-68.6828
-85.6818,-68.7054
-85.6756,-68.6228
-85.6774,-68.6712
-85.6819,-68.7042
-85.6803,-68.7228
-85.6793,-68.6051
-85.6797,-68.7224
-85.6808,-68.7131
-85.6766,-68.6314
-85.6802,-68.7133
-85.6765,-68.6523
-85.6815,-68.7168
-85.6759,-68.6106
-85.6778,-68.6617
-85.678,-68.7083
-85.6797,-68.7011
-85.6726,-68.7168
-85.6766,-68.6918
-85.6765,-68.6971
-85.6754,-68.7166
-85.675,-68.7248
-85.6776,-68.7182
-85.6697,-68.7159
-85.6703,-68.7155
-85.6749,-68.6907
-85.668,-68.6935
-85.6772,-68.7012
-85.6692,-68.7135
-85.675,-68.6933
-85.6707,-68.6251
-85.658,-68.634
-85.6653,-68.6831
-85.6505,-68.6645
-85.6513,-68.6195
-85.6514,-68.6191
-85.6999,-68.4719
-85.7,-68.5493
-85.7019,-68.5126
-85.6755,-68.6018
-85.6532,-68.6032
-85.6695,-68.5091
-85.6521,-68.5693
-85.6523,-68.564
-85.6543,-68.5721
-85.6162,-68.5873
-85.6589,-68.5915
-85.6035,-68.4513
-85.6604,-68.4373
-85.6582,-68.5939
-85.6816,-68.4221
-85.6897,-68.5788
-85.6015,-68.4609
-85.6754,-68.4059
-85.5764,-68.5366
-85.5704,-68.4899
-85.5762,-68.5258
-85.693,-68.5268
-85.5674,-68.4528
-85.6352,-68.499
-85.6877,-68.3712
-85.6809,-68.3751
-85.5916,-68.5211
-85.5731,-68.468
-85.5676,-68.4341
-85.6626,-68.4417
-85.5866,-68.5881
-85.5923,-68.5695
-85.6546,-68.5751
-85.6714,-68.4219
-85.6648,-68.5212
-85.6727,-68.5464
-85.665,-68.5866
-85.5678,-68.4375
-85.5634,-68.3762
-85.6602,-68.5374
-85.6739,-68.6012
-85.6834,-68.5168
-85.6871,-68.3785
-85.6856,-68.4424
-85.6797,-68.59
-85.5655,-68.443
