46.7,32.6,0
35.1333,44.45,1
39.8247,36.1358,2
39.75,46.6667,3
49.2833,15.5667,4
48.1167,10.4667,5
27.2098,16.4265,6
27.1167,16.4667,7
26.9982,16.4397,8
27.0088,16.46,9
-17.65,31.6,10
32.3333,-6.3,11
-20.81,-49.3806,12
41.65,-0.86667,13
25.1447,0.04083,14
28.1815,15.6478,14
27.5333,3.83333,15
46.95,-1.5,16
26.9667,4.45,17
-19.8167,-48.7833,18
27.0772,16.193,19
-18.5833,-46.5333,20
48.0167,-1.15,21
25.1667,25.6667,22
29.0172,12.0867,23
-14.2,48.1,24
27.5333,3.85,25
-28.8333,31.95,26
37.4333,-3.65,27
25.3667,1.08333,28
32.8062,9.83283,28
-28.8333,21.1333,29
0,0,30
-22.9667,-44.3167,30
-21.4603,-49.9508,30
-7.03333,-40.1667,30
-19.85,-47.55,30
-20,-45,30
-3.4,-44.3333,30
-5.2,-36.6667,30
-26.1667,-49.9333,30
-22.25,-49.9333,30
-6.23333,-40.7,30
-19.5333,-48.5667,30
-26.1,-49.8,30
-8.38333,-36.7667,30
-19.4667,-44.2167,30
-20.85,-41.7336,30
-7.53133,-46.0412,30
-21.2167,-43.9333,30
-10.1167,-39.2,30
-26.9238,-49.0588,30
-17.1667,-43.8333,30
-14.258,-49.1592,30
-22.4667,-42.2167,30
-5.25,-40.5,30
-18.85,-41.95,30
-19.1667,-47.8333,30
-21.3333,-44.6667,30
-22.3,-45.3667,30
-18.5,-44,30
-14.3675,-43.0228,30
-19.8667,-44.6167,30
-18.9417,-44.9833,30
-17.3,-45,30
-10.75,-39.2167,30
-13.1233,-42.2885,30
-26.2167,-48.6,30
-16.2667,-47.95,30
-21.55,-43.0167,30
-14.5333,-48.7667,30
-19.7333,-48.3167,30
-14.8386,-40.8361,30
21.6,-16.5,30
0,0,30
11.0833,-0.18333,30
11.65,-3.65,30
12.45,-0.08333,30
11.65,-2.18333,30
14.1508,-2.04167,30
13.5,-0.68333,30
13.85,-4.38333,30
11.3337,-3.54217,30
14,-11,30
16.3981,-9.57028,30
17.7107,-11.3715,30
17.1749,-11.3413,30
16.5833,-11.3333,30
22.9935,-10.1537,30
20.25,-12.6833,30
23.2833,-10.8167,30
21,-13,30
22.2,-13.15,30
22.9478,-13.3853,30
20.3467,-11.8338,30
23.2925,-10.1748,30
23.3907,-9.94017,30
26.5908,-12.9522,30
24.3,-13.1,30
27.3333,-9.33333,30
27.5,-12.5,30
26.6325,-12.8102,30
26.7485,-12.7098,30
26.8109,-12.7186,30
26.707,-12.759,30
26.819,-12.724,30
29.2333,-8.36667,30
27.2333,-10.45,30
27.1667,-9.5,30
27.2303,-9.7505,30
27.2333,-9.7585,30
27.2335,-9.75817,30
27.2363,-9.74133,30
27.2335,-9.75767,30
27.23,-9.75667,30
27.2265,-9.74117,30
27.285,-9.59017,30
25.7025,-10.7817,30
28.0008,-9.27,30
27.8167,-7.83333,30
27.9667,-7.95,30
27.8167,-7.85,30
28.1667,-7.9,30
28.5,-7.9,30
28.5833,-7.96667,30
28.6,-7.98333,30
27.9333,-7.9,30
27.7333,-7.85,30
27.8,-7.95,30
28.2333,-7.88333,30
27.95,-7.83333,30
26.784,-12.8335,30
24.6428,-14.6878,30
28.0025,-11.1316,30
26.0104,-10.3362,30
24.1333,-13.1667,30
24.7758,-14.5628,30
26.56,-11.5555,30
26.4493,-11.6935,30
26.7667,-12.8167,30
27.3883,-9.01733,30
30.1927,-9.03667,30
26.6833,-11.7333,30
24.6363,-14.7163,30
26.5,-10.5,30
27.75,-8.13333,30
15.7833,-5.9,30
23.4333,-1.41667,30
22.8333,-6.18333,30
22.7917,-3.96667,30
20.05,-1.68333,30
30,-7,30
23.6964,-5.01472,30
30.18,-6.57717,30
31.1633,-7.015,30
29.482,-7.61123,30
30.55,-4.9,30
30.6667,-5.16667,30
30.8333,-3.33333,30
30.1667,-5.66667,30
31.1564,-5.15262,30
29.5833,-3.75,30
29.9167,-5.41667,30
23.45,-1.86667,30
23.5,-1.85,30
23.55,-1.81667,30
23.6667,-1.58333,30
23.6667,-1.81667,30
